Albania,10.9
Argentina,41.5
Australia,46.5
Austria,48.8
Barbados,54.2
Belgium,44.9
Belize,10.4
Brazil,20.5
Bulgaria,43.5
Canada,45.3
Chile,22.8
Hong Kong,47.8
Colombia,20.4
Costa Rica,23
Croatia,59.2
Cuba,39.3
Czech Republic,77.4
Denmark,58.7
Dominican Republic,9.3
Ecuador,11
Egypt,6.3
El Salvador,8.7
Estonia,51.5
Finland,29.4
France,42.1
Macedonia. the former Yugoslav Republic of,35.2
Germany,51.5
Greece,29.2
Guatemala,8.9
Hungary,80.9
Iceland,42.4
Ireland,51.7
Israel,52.5
Italy,43
Japan,42.5
Kazakhstan,30.3
Kuwait,18.3
Kyrgyzstan,20.6
Latvia,46.9
Lithuania
Luxembourg
Malta
Mauritius
Mexico
New Zealand
Nicaragua
Norway
Panama
Paraguay
Peru
Philippines
Poland
Portugal
Korea, Republic of
Moldova, Republic of
Romania
Serbia
Singapore
Slovakia
Slovenia
South Africa
Spain
Suriname
Sweden
Switzerland
Tajikistan
Thailand
The Netherlands
Trinidad and Tobago
Ukraine
United Kingdom
United States
Uruguay
Uzbekistan
Venezuela